序号,姓名,描述,武力,智力,合,必杀技,军师技,武器,可用阵形,使用阵形,可用兵种,使用兵种,黄巾之乱剧本及君主,讨伐董卓剧本及君主,群雄割据剧本及君主,赤壁之战剧本及君主,三国鼎立剧本及君主,血统,节操
344,蔡邕,蔡邕（133年－192年），字伯喈。陈留郡圉县（一说为河南尉氏县[61] 、也有说法为河南杞县[62] ）人。[1] 东汉时期名臣，文学家、书法家，才女蔡文姬之父。蔡邕早年拒朝廷征召之命，后被征辟为司徒掾属，任河平长、郎中、议郎等职，曾参与续写《东观汉记》及刻印熹平石经。后因罪被流放朔方，几经周折，避难江南十二年。董卓掌权时，强召蔡邕为祭酒。三日之内，历任侍御史、治书侍御史、尚书、侍中、左中郎将等职，封高阳乡侯，世称“蔡中郎”。董卓被诛杀后，蔡邕因在王允座上感叹而被下狱，不久便死于狱中，年六十。蔡邕精通音律，才华横溢，师事著名学者胡广。除通经史、善辞赋之外，又精于书法，擅篆、隶书，尤以隶书造诣最深，有“蔡邕书骨气洞达，爽爽有神力”的评价。所创“飞白”书体，对后世影响甚大，被《书断》评为“妙有绝伦，动合神功”。他生平藏书多至万余卷，晚年仍存四千卷。有文集二十卷，早佚。明人张溥辑有《蔡中郎集》，《全后汉文》对其著作也多有收录。概述图片来源：[2] ,41,82,123,命疗术1火雷7伏兵排阵14地泉裂劲21雷击闪29炎龙杀阵35,离间计(初)1强化士兵(初)7喝阻敌军(初)14包围敌军21减缓集气(中)14包围敌军21减缓集气(中)28混乱敌军(中)34,直剑,圆 玄 ,圆,铁 ,铁,洛阳登,洛阳登,,,,,5
345,蔡瑁,暂无,80,72,152,刀剑乱1八门金锁8冰柱刺15冰柱群峰23八卦奇阵31,鼓舞士气(初)1快速集气(初)8鼓舞士气(中)16减少疲劳(中)25恢复技力(中)16减少疲劳(中)25恢复技力(中)33,眉尖刀,方 锥 ,锥,刀 ,刀,江陵野,江陵登,江陵登,江陵登,,,3
346,诸葛均,诸葛均，琅邪阳都（今山东省沂南县）人，汉族，诸葛珪之子。三国时吴大将军诸葛瑾、蜀汉丞相诸葛亮的同母弟。,53,78,131,伏兵组阵1伏焰8御飞刀16后伏连兵22雷击闪31,后选出阵1增强攻击(初)8喝阻敌军(初)14太公阵22恢复体力(中)14太公阵22恢复体力(中)29增加体力(中)35,直剑,箭 ,箭,刀 弩 ,刀,,,,江夏野,成都登,,5
347,诸葛亮,诸葛亮（181年—234年10月8日[1] ），字孔明，号卧龙，琅琊阳都（今山东省沂南县）人[2] ，三国时期蜀汉丞相，中国古代杰出的政治家、军事家、文学家、发明家。诸葛亮早年随叔父诸葛玄到荆州，诸葛玄死后，诸葛亮就在隆中隐居。[3-6] 后刘备三顾茅庐请出诸葛亮，联合东吴孙权于赤壁之战大败曹军，形成三国鼎足之势，又夺占荆州。建安十九年（214年），攻取益州。[7] 继又击败曹军，夺得汉中。章武元年（221年），刘备在成都建立蜀汉政权，诸葛亮被任命为丞相，主持朝政。后主刘禅继位，诸葛亮被封为武乡侯，领益州牧。勤勉谨慎，大小政事必亲自处理，赏罚严明；与东吴联盟，改善和西南各族的关系；实行屯田政策，加强战备。前后五次北伐中原，多以粮尽无功。终因积劳成疾，于建兴十二年（234年）病逝于五丈原（今陕西省宝鸡市岐山境内），享年五十四岁[8] 。后主刘禅追谥为忠武侯，后世常以武侯尊称。东晋桓温追封为武兴王。[9] 诸葛亮散文代表作有《出师表》《诫子书》等。曾发明木牛流马、孔明灯等，并改造连弩，叫做诸葛连弩，可一弩十矢俱发。诸葛亮一生“鞠躬尽瘁、死而后已”，是中国传统文化中忠臣与智者的代表人物。概述图片来源：中华英烈祠。[10] ,68,100,168,木轮攻1雷击6雷光波动12黄龙天翔18雷击闪23炎龙怒涛28狂雷天牢34天地无用40,化解计策1增加经验(高)5增加体力(高)10金蝉脱壳15十面埋伏10金蝉脱壳15十面埋伏20增加技力(高)26封武将技31强化武将(高)37,直剑,方 圆 玄 鱼 ,圆,刀 弓 ,弓,,刘备,刘备,江夏登刘备,成都登刘备,,6
348,诸葛恪,诸葛恪（203年—253年），字元逊，琅琊阳都（今山东省沂南县）人。三国时期吴国名将、权臣，大将军诸葛瑾长子。诸葛恪体格肥胖，聪明伶俐。[1] 成人之后拜骑都尉，孙权长子孙登为太子时担任左辅都尉，作为东宫幕僚领袖辅佐太子理政。之后历任丹阳太守、威北将军等职，平定山越。赤乌八年（245年）丞相陆逊病逝，诸葛恪升任大将军并代领其兵。神凤元年（252年）孙权病危时，在孙峻的力荐下，将诸葛恪任命为托孤大臣之首。孙亮即位后受封太傅。开始掌握吴国军政大权。执政初期革新政治，率军抗击魏国，在东兴之战中取得大捷，名闻海内，天下震动。并因功加封丞相、进爵阳都侯。[2] 此战之后产生轻敌之心，开始大举出兵伐魏，惨遭新城之败。回朝之后为掩饰过错，更加独断专权。建兴二年（253年）十月，同为托孤大臣的孙峻暗中联合吴主孙亮，将诸葛恪及其死党以赴宴为名诱入宫中，在宴会上将诸葛恪杀害，时年五十一岁。孙休即位除掉权臣孙綝之后，下诏为诸葛恪平反。,58,93,151,伏兵组阵1虎咆6伏兵排阵13地泉裂劲18火雷爆24火箭天袭31木轮涛击34,快速集气(初)1恢复体力(初)6强化武将(初)11偷袭敌军17快速集气(中)11偷袭敌军17快速集气(中)23增强攻击(中)28快速集气(高)35增强攻击(高)40,直剑,圆 锥 玄 钩 ,锥,弓 飞 ,弓,,,,,长沙登,诸葛瑾,4
349,诸葛瑾,诸葛瑾（174年～241年），字子瑜，琅琊阳都（今山东沂南）人。三国时期孙吴重臣，蜀汉丞相诸葛亮之兄，太傅诸葛恪之父。建安五年（200年），躲避中原战乱，进入江东。经弘咨推荐，效力于孙吴。胸怀宽广，温厚诚信，深受孙权信赖，称为“神交”，努力缓和蜀吴两国关系。建安二十五年（220年），吕蒙病逝后，出任南郡太守，驻守公安。孙权称帝后，出任大将军、左都护，领豫州牧，册封宛陵侯。赤乌四年（241年） ，去世，享年六十八岁。,52,91,143,命疗术1伏焰6虎咆震13木轮强袭18火雷爆25后伏兵阵30赤焰洪流36,减缓集气(初)1恢复体力(初)6鼓舞士气(中)12减少疲劳(中)18鼓舞士气(高)12减少疲劳(中)18鼓舞士气(高)24增加体力(中)31减缓集气(高)36,直剑,方 雁 玄 ,方,弓 ,弓,,,庐江登,建业登,桂阳登,,5
350,诸葛诞,诸葛诞（？—258年），字公休，琅琊郡阳都县（今山东省沂南县）人。三国时期曹魏将领，西汉司隶校尉诸葛丰之后。诸葛诞在仕途中几经沉浮。嘉平三年（251年），迁镇东将军、扬州都督，受封山阳亭侯。带兵攻打东吴，失利于东兴之战。[1] 后配合大将军司马师平定毌丘俭、文钦叛乱，进封高平侯，加号征东大将军、司空，威名夙著，得人死力。他在得知夏侯玄、邓飏被杀后，心不自安，起兵寿春，讨伐大将军司马昭，得到东吴权相孙綝的支援。甘露三年（258年4月10日）战败被杀，夷灭三族。其麾下数百人全部拒绝投降而被杀。[2] （概述图片来源：[3] ）,84,76,160,落石1突石剑7突剑四方14地茅乱刺20连弩狂涛27神火旋张33,降敌士气(初)1强化士兵(初)8扰乱敌将(中)17减少疲劳(中)24增加技力(中)17减少疲劳(中)24增加技力(中)32,眉尖刀,雁 ,雁,弓 ,弓,,,,,下邳野,,3
351,邓艾,邓艾（197年—264年），字士载，义阳棘阳（今河南省新野县）人。三国时期曹魏名将。其人文武双全，深谙兵法，对内政也颇有建树。本名邓范，后因与同乡人同名而改名。邓艾多年在曹魏西边战线防备蜀汉姜维。公元263年他与钟会分别率军攻打蜀汉，最后他率先进入成都，使得蜀汉灭亡。后因遭到钟会的污蔑和陷害，被司马昭猜忌而被收押，最后与其子邓忠一起被卫瓘派遣的武将田续所杀害。泰始九年（273年），邓艾被平反昭雪。[1] ,85,94,179,伏兵组阵1炎龙7雷光波动13龙炮激射18黄龙天翔23火箭天袭29木轮涛击35十面埋伏40,化解计策1增加经验(中)5恢复体力(中)13金蝉脱壳18离间计(高)13金蝉脱壳18离间计(高)23恢复技力(高)29增强攻击(高)36喝阻敌军(高)40,眉尖刀,方 圆 玄 鱼 ,方,刀 铁 ,刀,,,,,襄阳野,,3
352,邓忠,邓忠（？－264年），三国时期曹魏名将邓艾之子。景元五年（264年），钟会谋反事败，士兵哗变，钟会被杀，邓艾部将想追还邓艾父子，但卫瓘却派田续追邓艾，于绵竹西相遇，将邓艾和邓忠等人杀死。直至泰始九年（273年）才恢复名节。,77,53,130,连弩1伏兵班阵8八面火转16冰柱群峰24八卦奇阵31,后选出阵1诈败22,铜殳,方 钩 ,方,枪 武 ,枪,,,,,长安野,,4
353,邓芝,邓芝（178年－251年），字伯苗。义阳郡新野县（今河南省新野县）人。东汉名将邓禹之后，三国时期蜀汉重臣，将领。邓芝早年曾被预言能位至大将，后被刘备任为郫令，升迁为广汉太守。因任官公廉且有治绩，被征入朝为尚书。刘备逝世后，奉命出使吴国，成功修复两国关系，并深为吴大帝孙权所赏识。建兴六年（228年），丞相诸葛亮策划北伐，命邓芝与大将赵云佯攻郿城，以吸引魏国曹真军主力。建兴十二年（234年），迁前军师、前将军，领兖州刺史，封阳武亭侯，不久督领江州。延熙六年（243年），迁车骑将军，后授假节。又率军平定涪陵叛乱。延熙十四年（251年），邓芝病逝。邓芝性格正直、简单，不刻意修饰情绪。他为将二十多年，赏罚明断，体恤士卒。身上的衣食取自官府，从未经营过私产，妻儿甚至还有忍饥挨饿之时，死时家中也没有多余财物。概述内图片来源：清光绪修《江苏无锡邓氏宗谱》,58,85,143,火箭1雷击7拒陆马14地泉裂劲21火雷爆28炎龙杀阵34,减缓集气(初)1恢复体力(初)8包围敌军12减少疲劳(中)20增加技力(中)12减少疲劳(中)20增加技力(中)26增加体力(中)32恢复体力(高)39,直剑,方 玄 钩 ,方,刀 ,刀,,,,新野野,梓潼登,,5
354,邓茂,邓茂，男，汉族，1969年3月生，四川射洪人，党校研究生学历，1989年7月参加工作，1997年4月加入中国共产党。现任四川省射洪市政协党组书记、主席。[2] ,76,39,115,旋龙1地茅刺8突袭石15地茅乱刺23伏兵连阵32,扰乱敌将(初)1,铜殳,方 ,方,贼 ,贼,南皮登,,,,,,1
355,邓贤,邓贤，男，1953年生，祖籍湖北武汉，云南大学中文系毕业。四川省作家协会副主席，成都师范学院教授，国务院特殊津贴获得者，全国优秀教师。已出版《邓贤文集》多卷及《大国之魂》《中国知青梦》《天堂之门》《中国知青终结》等，多部作品翻译成英文、日文在国外出版。曾获两届全国报告文学奖，首届徐迟文学奖、全国纪实文学特等奖、第二、三届人民文学奖、全国青年优秀图书奖、改革开放三十周年全国优秀报告文学奖、四川省文学奖、巴金文学奖、成都市政府金芙蓉文学奖（第2、3、5、6届）等。2009年当选“影响四川改革开放风云人物”。,69,64,133,飞矢1八门金锁10神剑16乱飞矢29,扰乱敌将(初)1恢复体力(初)10扰乱敌将(中)20减少疲劳(中)2920减少疲劳(中)29,眉尖刀,圆 ,圆,飞 ,飞,,,成都登,成都登,,,4
356,鲁肃,鲁肃（172年－217年），字子敬，汉族，临淮郡东城县（今安徽省滁州市定远县人），东汉末年杰出战略家、外交家。鲁肃出生于一士族家庭。幼年丧父，由祖母抚养长大。他体貌魁伟，性格豪爽，喜读书、好骑射。东汉末年，他眼见朝廷昏庸，官吏腐败，社会动荡，常召集乡里青少年练兵习武。他还仗义疏财，深得乡人敬慕。当时，周瑜为居巢长，因缺粮向鲁肃求助，鲁肃将一仓三千斛粮食慷慨赠给周瑜。从此，二人结为好友，共谋大事。建安五年（200年），在周瑜的引荐下[42] 鲁肃率领部属投奔孙权，为其提出鼎足江东的战略规划，因此得到孙权的赏识。建安十三年（208年），曹操率大军南下。孙权部下多主降，而鲁肃与周瑜力排众议，坚决主战。结果，孙刘联军大败曹军于赤壁，从此，奠定了三国鼎立格局。赤壁大战后，鲁肃常被孙权比作东汉开国元勋之首——邓禹。孙权专门为鲁肃而设立赞军校尉一职。周瑜逝世后，孙权采纳周瑜生前建议，令鲁肃代周瑜职务领兵四千人，因鲁肃治军有方，军队很快发展到万余人。孙权根据当时政治军事形势需要，又任命鲁肃为汉昌太守，授偏将军；鲁肃随从孙权破皖城后，被授为横江将军，守陆口。此后，东吴夺取了荆州三郡，鲁肃率兵抵御关羽，并邀荆州守将关羽相。在单刀赴会时，鲁肃口若悬河，令关羽无言以对。建安二十二年（217年），鲁肃去世，终年46岁，孙权亲自为鲁肃发丧，诸葛亮亦为其发哀。,69,98,167,木轮攻1火雷7虎咆震13木轮强袭17绝命坝22火箭天袭28赤焰火海34狂雷天牢39,离间计(初)1增加技力(初)6鼓舞士气(中)12乱阵16保留气力(中)12乱阵16保留气力(中)23减少疲劳(高)29保留气力(高)35强化士兵(高)39,直剑,鱼 钩 ,钩,弓 ,弓,孙坚,孙坚,鄱阳登孙坚,庐江登孙权,孙权,,5
357,卢植,卢植（139年－192年），字子干，涿郡涿县（今河北省涿州市）人。[1] 东汉末年经学家、将领。范阳卢氏先祖。卢植性格刚毅，有高尚的品德。师从太尉陈球、大儒马融等，为郑玄、管宁、华歆[2] 的同门师兄。曾先后担任九江、庐江太守，平定蛮族叛乱。后与马日磾、蔡邕等一起在东观校勘儒学经典书籍，并参与续写《汉记》。黄巾起义时为北中郎将，率军与张角交战，后被诬陷下狱。皇甫嵩平定黄巾后，力救卢植，于是复任为尚书。又因上谏激怒董卓被免官，隐居上谷军都山，后被袁绍请为军师。初平三年（192年），卢植去世。著有《尚书章句》《三礼解诂》等，今皆失佚。唐代时配享孔子[3] ，北宋时被追封为良乡伯[4] 。白马将军公孙瓒以及后来的蜀汉昭烈帝刘备皆为卢植门下弟子。范阳卢氏后来也成为著名的家族。概述图片来源：[5] ,71,84,155,命疗术1火雷6御飞刀14后伏连兵20黄龙天翔26木轮涛击34,减缓集气(初)1增加技力(初)7喝阻敌军(初)13乱阵19保留气力(中)13乱阵19保留气力(中)27增加经验(中)33,直剑,鱼 钩 ,鱼,武 ,武,洛阳登,洛阳登,,,,,4
358,阎圃,阎圃，生卒年不详，是益州巴西安汉（今四川省南充市）人。张鲁割据巴、汉，就以阎圃为功曹。东汉末年人物，本为张鲁部下谋士，后随张鲁一同投降曹操，封平乐乡侯。[1] ,42,80,122,落月弓1拒陆马8御飞刀16地泉裂劲23火雷爆30,鼓舞士气(初)1诈败8喝阻敌军(初)15劝降21快速集气(中)15劝降21快速集气(中)28增加经验(中)34,直剑,方 圆 ,圆,武 ,武,襄平野,襄平野,汉中登,汉中登,平原登,,4
359,霍峻,霍峻（178年—217年），字仲邈，南郡枝江（今湖北枝江）人，东汉末年刘备麾下名将。其兄霍笃曾在故乡聚部众数百人。后霍笃逝世，刘表以霍峻继承其部曲。208年（建安十三年），刘表病逝，霍峻便率部曲归降刘备，并被任为中郎将。后随刘备入蜀，刘备从葭萌还袭刘璋，留霍峻守葭萌城。张鲁遣将杨帛劝降霍峻，霍峻严词拒绝，杨帛退去。后刘璋将扶禁、向存等率万余人由阆水上，攻围霍峻，城中兵不过数百人，霍峻坚守一年，伺机将其击破。刘备定蜀，嘉霍峻之功，于是分广汉为梓潼郡，以峻为梓潼太守、裨将军。三年后去世，还葬成都。刘备亲率群僚临会吊祭，留宿墓上，当时的人都为他感到荣幸。,77,65,142,连弩1回天术9冲车15龙炮激射23驷冲车30,离间计(初)1恢复体力(初)10逼近敌军19减少疲劳(中)3019减少疲劳(中)30,铜殳,方 ,方,炼 ,炼,,江陵登,江陵登,江夏登,梓潼登,,3
360,骆统,骆统（193年－228年），字公绪。会稽郡乌伤县（今浙江义乌）人。东汉末年至三国时期吴国将领、学者，陈国相骆俊之子。骆统二十岁时已任乌程国相，任内有政绩，使得国中民户过万。又迁为功曹，行骑都尉。曾劝孙权尊贤纳士，省役息民。后出任为建忠中郎将。将军凌统逝世后，统领其部曲。因战功迁偏将军，封新阳亭侯，任濡须督。黄武七年（228年），骆统去世，年仅三十六岁。有集十卷，今已佚。,65,63,128,突石1突石剑12神剑25,减缓集气(初)1增加技力(初)10强化武将(初)19保护主将2919保护主将29,眉尖刀,鱼 ,鱼,飞 ,飞,,,,会稽登,建业登,,3
